---,MaxStructure,MaxArmor
JVN-HT,"(Head=1500.000000,CenterTorso=2000.000000,LeftTorso=1400.000000,RightTorso=1400.000000,LeftArm=1000.000000,RightArm=1000.000000,LeftLeg=1400.000000,RightLeg=1400.000000)","(Head=3000.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)"
KGC-000,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
KGC-0000,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
KGC-000B,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
KGC-CAR,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
KGC-KJ,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
KTO-18,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
KTO-18P,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
KTO-19,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
KTO-19B,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
KTO-20,"(Head=1500.000000,CenterTorso=3600.000000,LeftTorso=2600.000000,RightTorso=2600.000000,LeftArm=1800.000000,RightArm=1800.000000,LeftLeg=2600.000000,RightLeg=2600.000000)","(Head=3000.000000,CenterTorso=7200.000000,LeftTorso=5200.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
KTO-GB,"(Head=150000.000000,CenterTorso=360000.000000,LeftTorso=260000.000000,RightTorso=260000.000000,LeftArm=180000.000000,RightArm=180000.000000,LeftLeg=260000.000000,RightLeg=26000.000000)","(Head=300000.000000,CenterTorso=720000.000000,LeftTorso=520000.000000,RightTorso=5200.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=5200.000000,RightLeg=5200.000000)"
LCT-1E,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-1M,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-1S,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-1V,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-3S,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-3V,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LCT-PB,"(Head=1500.000000,CenterTorso=1200.000000,LeftTorso=1000.000000,RightTorso=1000.000000,LeftArm=600.000000,RightArm=600.000000,LeftLeg=800.000000,RightLeg=800.000000)","(Head=3000.000000,CenterTorso=2400.000000,LeftTorso=2000.000000,RightTorso=2000.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)"
LDK-IDM,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LDK-SA5,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LDK-X1A,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LDK-X1B,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LDK-X2A,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LDK-X3A,"(Head=1500.000000,CenterTorso=4200.000000,LeftTorso=3000.000000,RightTorso=3000.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=3000.000000,RightLeg=3000.000000)","(Head=3000.000000,CenterTorso=8400.000000,LeftTorso=6000.000000,RightTorso=6000.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=6000.000000,RightLeg=6000.000000)"
LGB-0W,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=3600.000000,RightTorso=3600.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=7200.000000,RightTorso=7200.000000,LeftArm=5600.000000,RightArm=5600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
LGB-0W2,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=3600.000000,RightTorso=3600.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=7200.000000,RightTorso=7200.000000,LeftArm=5600.000000,RightArm=5600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
LGB-7Q,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=3600.000000,RightTorso=3600.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=7200.000000,RightTorso=7200.000000,LeftArm=5600.000000,RightArm=5600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
LGB-8C,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=3600.000000,RightTorso=3600.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=7200.000000,RightTorso=7200.000000,LeftArm=5600.000000,RightArm=5600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
LGB-HS,"(Head=1500.000000,CenterTorso=5400.000000,LeftTorso=3600.000000,RightTorso=3600.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=3600.000000,RightLeg=3600.000000)","(Head=3000.000000,CenterTorso=10800.000000,LeftTorso=7200.000000,RightTorso=7200.000000,LeftArm=5600.000000,RightArm=5600.000000,LeftLeg=7200.000000,RightLeg=7200.000000)"
MAD-2R,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-3D,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-3L,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-3M,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-3R,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-4A,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
MAD-5A,"(Head=1500.000000,CenterTorso=6200.000000,LeftTorso=4200.000000,RightTorso=4200.000000,LeftArm=3400.000000,RightArm=3400.000000,LeftLeg=4200.000000,RightLeg=4200.000000)","(Head=3000.000000,CenterTorso=12400.000000,LeftTorso=8400.000000,RightTorso=8400.000000,LeftArm=6800.000000,RightArm=6800.000000,LeftLeg=8400.000000,RightLeg=8400.000000)"
MAD-5D,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-BH,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAD-BH_Boss,"(Head=8000.000000,CenterTorso=7500.000000,LeftTorso=4700.000000,RightTorso=4700.000000,LeftArm=3600.000000,RightArm=3600.000000,LeftLeg=4700.000000,RightLeg=4700.000000)","(Head=12000.000000,CenterTorso=15000.000000,LeftTorso=10000.000000,RightTorso=10000.000000,LeftArm=7500.000000,RightArm=7500.000000,LeftLeg=10000.000000,RightLeg=10000.000000)"
MAD-BH2,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
MAL-1P,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
MAL-1R,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
MAL-2P,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
MAL-KO,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
MAL-MX90-S,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
MAL-MX90,"(Head=1500.000000,CenterTorso=5800.000000,LeftTorso=3800.000000,RightTorso=3800.000000,LeftArm=3000.000000,RightArm=3000.000000,LeftLeg=3800.000000,RightLeg=3800.000000)","(Head=3000.000000,CenterTorso=11600.000000,LeftTorso=7600.000000,RightTorso=7600.000000,LeftArm=6000.000000,RightArm=6000.000000,LeftLeg=7600.000000,RightLeg=7600.000000)"
NSR-9J,"(Head=1500.000000,CenterTorso=6000.000000,LeftTorso=4000.000000,RightTorso=4000.000000,LeftArm=3200.000000,RightArm=3200.000000,LeftLeg=4000.000000,RightLeg=4000.000000)","(Head=3000.000000,CenterTorso=12000.000000,LeftTorso=8000.000000,RightTorso=8000.000000,LeftArm=6400.000000,RightArm=6400.000000,LeftLeg=8000.000000,RightLeg=8000.000000)"
ON1-K,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-M,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-P,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-V,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-VA,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-XM1,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
ON1-YAJ,"(Head=1500.000000,CenterTorso=4600.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)","(Head=3000.000000,CenterTorso=9200.000000,LeftTorso=6400.000000,RightTorso=6400.000000,LeftArm=4800.000000,RightArm=4800.000000,LeftLeg=6400.000000,RightLeg=6400.000000)"
PNT-10P,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
PNT-8Z,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
PNT-9R,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
PNT-KK,"(Head=1500.000000,CenterTorso=2200.000000,LeftTorso=1600.000000,RightTorso=1600.000000,LeftArm=1200.000000,RightArm=1200.000000,LeftLeg=1600.000000,RightLeg=1600.000000)","(Head=3000.000000,CenterTorso=4400.000000,LeftTorso=3200.000000,RightTorso=3200.000000,LeftArm=2400.000000,RightArm=2400.000000,LeftLeg=3200.000000,RightLeg=3200.000000)"
PXH-1,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-1B,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-1K,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-1P,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-2,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-3S,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-KB,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
PXH-KK,"(Head=1500.000000,CenterTorso=2800.000000,LeftTorso=2200.000000,RightTorso=2200.000000,LeftArm=1400.000000,RightArm=1400.000000,LeftLeg=2200.000000,RightLeg=2200.000000)","(Head=3000.000000,CenterTorso=5600.000000,LeftTorso=4400.000000,RightTorso=4400.000000,LeftArm=2800.000000,RightArm=2800.000000,LeftLeg=4400.000000,RightLeg=4400.000000)"
QKD-4G,"(Head=1500.000000,CenterTorso=4000.000000,LeftTorso=2800.000000,RightTorso=2800.000000,LeftArm=2000.000000,RightArm=2000.000000,LeftLeg=2800.000000,RightLeg=2800.000000)","(Head=3000.000000,CenterTorso=8000.000000,LeftTorso=5600.000000,RightTorso=5600.000000,LeftArm=4000.000000,RightArm=4000.000000,LeftLeg=5600.000000,RightLeg=5600.000000)"
